id,order_id,entity,amount,currency,status,method,captured,email,contact,customer_id,bank,error_code,error_description,error_source,error_step,error_reason,root_cause,created_at,attempt_number,previous_success_rate,previous_failure_rate,upi_success_rate,card_success_rate,time_since_last_attempt_min,hour,day_of_week,checkout_duration_sec,customer_value_tier,recovered,recovery_action
pay_00000000000962,order_00000000000962,payment,244191,INR,failed,card,False,customer962@example.com,+919845968276,cust_0000000162,SBIN,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787022299,2,0.795,0.205,0.763,0.743,2430,21,1,290,mid,1,send_reminder
pay_00000000000963,order_00000000000963,payment,3075397,INR,failed,upi,False,customer963@example.com,+919899443426,cust_0000000163,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788140306,1,0.719,0.281,0.658,0.732,0,12,5,202,high,1,retry
pay_00000000000964,order_00000000000964,payment,722450,INR,failed,wallet,False,customer964@example.com,+919888996038,cust_0000000164,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787026106,2,0.376,0.624,0.214,0.634,99,2,6,291,mid,1,retry
pay_00000000000965,order_00000000000965,payment,616423,INR,failed,upi,False,customer965@example.com,+919822152478,cust_0000000165,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787028130,4,0.439,0.561,0.505,0.418,2491,12,2,95,mid,0,escalate
pay_00000000000966,order_00000000000966,payment,22708,INR,failed,card,False,customer966@example.com,+919891217712,cust_0000000166,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786605212,1,0.573,0.427,0.279,0.846,0,15,0,273,low,0,retry
pay_00000000000967,order_00000000000967,payment,109227,INR,failed,emi,False,customer967@example.com,+919884295529,cust_0000000167,,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787211141,1,0.278,0.722,0.172,0.428,0,3,0,186,low,1,retry
pay_00000000000968,order_00000000000968,payment,22371,INR,failed,upi,False,customer968@example.com,+919846592694,cust_0000000168,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787106891,2,0.765,0.235,0.827,0.644,1950,15,5,18,low,1,retry
pay_00000000000969,order_00000000000969,payment,405727,INR,failed,card,False,customer969@example.com,+919864686366,cust_0000000169,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787589912,2,0.622,0.378,0.682,0.513,1672,15,6,213,mid,1,switch_to_upi
pay_00000000000970,order_00000000000970,payment,138862,INR,failed,card,False,customer970@example.com,+919863180637,cust_0000000170,UTIB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787629721,3,0.959,0.041,0.919,0.937,1612,10,6,41,low,1,escalate
pay_00000000000971,order_00000000000971,payment,117095,INR,failed,upi,False,customer971@example.com,+919831217083,cust_0000000171,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787791936,4,0.642,0.358,0.94,0.325,2492,11,1,26,low,1,escalate
pay_00000000000972,order_00000000000972,payment,195086,INR,failed,upi,False,customer972@example.com,+919898796599,cust_0000000172,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787281700,1,0.52,0.48,0.755,0.307,0,11,6,267,mid,0,retry
pay_00000000000973,order_00000000000973,payment,514758,INR,failed,card,False,customer973@example.com,+919863437031,cust_0000000173,UTIB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787972839,1,0.724,0.276,0.493,0.928,0,6,2,159,mid,1,retry
pay_00000000000974,order_00000000000974,payment,3397087,INR,failed,netbanking,False,customer974@example.com,+919870251644,cust_0000000174,PUNB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787983899,1,0.678,0.322,0.722,0.54,0,13,0,244,high,1,retry
pay_00000000000975,order_00000000000975,payment,27073,INR,failed,upi,False,customer975@example.com,+919820073485,cust_0000000175,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787753525,2,0.426,0.574,0.7,0.167,735,1,2,81,low,1,retry
pay_00000000000976,order_00000000000976,payment,114723,INR,failed,upi,False,customer976@example.com,+919895526893,cust_0000000176,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786216774,1,0.576,0.424,0.533,0.522,0,23,0,344,low,0,retry
pay_00000000000977,order_00000000000977,payment,426659,INR,failed,card,False,customer977@example.com,+919834928985,cust_0000000177,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786624922,3,0.676,0.324,0.819,0.586,2813,17,0,206,mid,1,escalate
pay_00000000000978,order_00000000000978,payment,742993,INR,failed,netbanking,False,customer978@example.com,+919827900806,cust_0000000178,SBIN,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787623987,1,0.523,0.477,0.451,0.556,0,8,0,110,mid,0,send_reminder
pay_00000000000979,order_00000000000979,payment,504573,INR,failed,upi,False,customer979@example.com,+919887206285,cust_0000000179,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788236994,1,0.61,0.39,0.781,0.352,0,4,1,366,mid,1,retry
pay_00000000000980,order_00000000000980,payment,3579979,INR,failed,card,False,customer980@example.com,+919827023871,cust_0000000180,UTIB,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788389423,1,0.606,0.394,0.401,0.791,0,2,2,152,high,1,retry
pay_00000000000981,order_00000000000981,payment,121378,INR,failed,wallet,False,customer981@example.com,+919837347134,cust_0000000181,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788314541,1,0.346,0.654,0.387,0.209,0,15,3,254,low,1,retry
pay_00000000000982,order_00000000000982,payment,100525,INR,failed,upi,False,customer982@example.com,+919848609601,cust_0000000182,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788275189,1,0.799,0.201,0.965,0.722,0,16,6,170,low,1,retry
pay_00000000000983,order_00000000000983,payment,41889,INR,failed,card,False,customer983@example.com,+919867673347,cust_0000000183,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1788573073,2,0.554,0.446,0.404,0.718,10,4,2,306,low,0,retry
pay_00000000000984,order_00000000000984,payment,446458,INR,failed,netbanking,False,customer984@example.com,+919838033490,cust_0000000184,HDFC,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786438486,1,0.311,0.689,0.243,0.287,0,10,4,263,mid,0,send_reminder
pay_00000000000985,order_00000000000985,payment,117005,INR,failed,wallet,False,customer985@example.com,+919837855164,cust_0000000185,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788031466,1,0.423,0.577,0.498,0.265,0,9,4,374,low,0,retry
pay_00000000000986,order_00000000000986,payment,228255,INR,failed,card,False,customer986@example.com,+919812185553,cust_0000000186,HDFC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788323760,3,0.688,0.312,0.756,0.603,1391,19,2,302,mid,1,escalate
pay_00000000000987,order_00000000000987,payment,4136079,INR,failed,card,False,customer987@example.com,+919878906283,cust_0000000187,KKBK,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786423232,2,0.547,0.453,0.675,0.459,2014,23,4,371,high,1,retry
pay_00000000000988,order_00000000000988,payment,417825,INR,failed,card,False,customer988@example.com,+919890457943,cust_0000000188,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787494192,1,0.715,0.285,0.519,0.935,0,9,3,397,mid,0,switch_to_upi
pay_00000000000989,order_00000000000989,payment,2093232,INR,failed,upi,False,customer989@example.com,+919817966355,cust_0000000189,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786223689,4,0.64,0.36,0.832,0.44,208,12,6,76,high,0,escalate
pay_00000000000990,order_00000000000990,payment,698131,INR,failed,card,False,customer990@example.com,+919857253373,cust_0000000190,HDFC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787908886,1,0.481,0.519,0.666,0.314,0,10,6,198,mid,0,switch_to_upi
pay_00000000000991,order_00000000000991,payment,74358,INR,failed,card,False,customer991@example.com,+919850605773,cust_0000000191,SBIN,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1788342731,2,0.719,0.281,0.763,0.749,718,10,0,93,low,0,send_reminder
pay_00000000000992,order_00000000000992,payment,170845,INR,failed,card,False,customer992@example.com,+919845940979,cust_0000000192,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787741060,3,0.644,0.356,0.846,0.377,1222,6,0,333,mid,0,escalate
pay_00000000000993,order_00000000000993,payment,432187,INR,failed,upi,False,customer993@example.com,+919875067537,cust_0000000193,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786215610,3,0.385,0.615,0.55,0.199,2488,13,5,48,mid,1,escalate
pay_00000000000994,order_00000000000994,payment,666049,INR,failed,netbanking,False,customer994@example.com,+919895786372,cust_0000000194,ICIC,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786227434,1,0.58,0.42,0.527,0.641,0,0,4,179,mid,1,retry
pay_00000000000995,order_00000000000995,payment,196446,INR,failed,card,False,customer995@example.com,+919828778677,cust_0000000195,SBIN,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786447437,1,0.342,0.658,0.078,0.583,0,11,4,322,mid,0,retry
pay_00000000000996,order_00000000000996,payment,87303,INR,failed,card,False,customer996@example.com,+919880059269,cust_0000000196,PUNB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788089289,1,0.549,0.451,0.246,0.761,0,23,1,118,low,1,retry
pay_00000000000997,order_00000000000997,payment,3824885,INR,failed,netbanking,False,customer997@example.com,+919832246098,cust_0000000197,UTIB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786869361,1,0.443,0.557,0.231,0.625,0,12,5,333,high,1,retry
pay_00000000000998,order_00000000000998,payment,126425,INR,failed,netbanking,False,customer998@example.com,+919829687245,cust_0000000198,UTIB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787113369,1,0.663,0.337,0.644,0.6,0,17,4,91,low,0,retry
pay_00000000000999,order_00000000000999,payment,101877,INR,failed,netbanking,False,customer999@example.com,+919817598605,cust_0000000199,HDFC,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786834031,2,0.641,0.359,0.507,0.847,2783,5,1,256,low,1,retry
pay_00000000001000,order_00000000001000,payment,102197,INR,failed,card,False,customer1000@example.com,+919820387636,cust_0000000200,KKBK,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786362702,1,0.525,0.475,0.374,0.687,0,10,2,118,low,0,retry
pay_00000000001001,order_00000000001001,payment,2206335,INR,failed,card,False,customer1001@example.com,+919878682759,cust_0000000201,UTIB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786906963,1,0.582,0.418,0.712,0.435,0,17,1,273,high,1,switch_to_upi
pay_00000000001002,order_00000000001002,payment,1636917,INR,failed,card,False,customer1002@example.com,+919861937771,cust_0000000202,PUNB,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788218662,1,0.628,0.372,0.327,0.896,0,18,5,291,high,1,retry
pay_00000000001003,order_00000000001003,payment,768114,INR,failed,card,False,customer1003@example.com,+919878636380,cust_0000000203,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786799446,1,0.707,0.293,0.545,0.879,0,17,4,133,mid,1,switch_to_upi
pay_00000000001004,order_00000000001004,payment,3638027,INR,failed,card,False,customer1004@example.com,+919823631328,cust_0000000204,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787716483,2,0.619,0.381,0.952,0.214,1995,22,3,21,high,1,switch_to_upi
pay_00000000001005,order_00000000001005,payment,383458,INR,failed,card,False,customer1005@example.com,+919882127924,cust_0000000205,ICIC,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1788191906,2,0.571,0.429,0.341,0.796,1506,8,0,174,mid,0,send_reminder
pay_00000000001006,order_00000000001006,payment,4101285,INR,failed,emi,False,customer1006@example.com,+919895747695,cust_0000000206,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786794196,1,0.295,0.705,0.419,0.261,0,19,0,395,high,1,retry
pay_00000000001007,order_00000000001007,payment,147969,INR,failed,netbanking,False,customer1007@example.com,+919867347605,cust_0000000207,SBIN,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788540124,1,0.488,0.512,0.768,0.237,0,7,6,231,low,0,retry
pay_00000000001008,order_00000000001008,payment,259534,INR,failed,card,False,customer1008@example.com,+919821908902,cust_0000000208,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786285427,2,0.584,0.416,0.442,0.643,155,23,1,378,mid,1,retry
pay_00000000001009,order_00000000001009,payment,713655,INR,failed,upi,False,customer1009@example.com,+919872621128,cust_0000000209,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787761431,1,0.732,0.268,0.754,0.735,0,13,6,214,mid,1,retry
pay_00000000001010,order_00000000001010,payment,789379,INR,failed,card,False,customer1010@example.com,+919831684479,cust_0000000210,ICIC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1788308290,1,0.628,0.372,0.552,0.747,0,2,3,16,mid,1,switch_to_upi
pay_00000000001011,order_00000000001011,payment,136570,INR,failed,upi,False,customer1011@example.com,+919827241808,cust_0000000211,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786150032,2,0.735,0.265,0.869,0.534,1843,6,5,264,low,1,retry
pay_00000000001012,order_00000000001012,payment,115159,INR,failed,netbanking,False,customer1012@example.com,+919871697164,cust_0000000212,HDFC,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786115253,3,0.574,0.426,0.771,0.407,1703,3,4,111,low,1,escalate
pay_00000000001013,order_00000000001013,payment,730624,INR,failed,card,False,customer1013@example.com,+919822587924,cust_0000000213,UTIB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786733677,1,0.638,0.362,0.932,0.265,0,15,2,331,mid,0,switch_to_upi
pay_00000000001014,order_00000000001014,payment,71832,INR,failed,upi,False,customer1014@example.com,+919824769811,cust_0000000214,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786325798,1,0.726,0.274,0.808,0.573,0,4,6,207,low,0,send_reminder
pay_00000000001015,order_00000000001015,payment,109824,INR,failed,upi,False,customer1015@example.com,+919839035574,cust_0000000215,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786334238,1,0.734,0.266,0.861,0.591,0,2,2,326,low,1,send_reminder
pay_00000000001016,order_00000000001016,payment,709357,INR,failed,upi,False,customer1016@example.com,+919841329793,cust_0000000216,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788353663,1,0.52,0.48,0.324,0.765,0,0,2,255,mid,0,retry
pay_00000000001017,order_00000000001017,payment,28326,INR,failed,card,False,customer1017@example.com,+919876511207,cust_0000000217,PUNB,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786804531,2,0.388,0.612,0.353,0.419,1170,0,4,179,low,1,send_reminder
pay_00000000001018,order_00000000001018,payment,246573,INR,failed,upi,False,customer1018@example.com,+919832928447,cust_0000000218,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1788195202,1,0.424,0.576,0.741,0.158,0,7,3,261,mid,0,send_reminder
pay_00000000001019,order_00000000001019,payment,576294,INR,failed,wallet,False,customer1019@example.com,+919842801620,cust_0000000219,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788328509,1,0.222,0.778,0.316,0.168,0,13,6,311,mid,1,retry
pay_00000000001020,order_00000000001020,payment,169783,INR,failed,card,False,customer1020@example.com,+919830589340,cust_0000000220,HDFC,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786937620,4,0.682,0.318,0.543,0.747,392,5,2,394,mid,1,escalate
pay_00000000001021,order_00000000001021,payment,149920,INR,failed,upi,False,customer1021@example.com,+919859987814,cust_0000000221,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787046399,1,0.508,0.492,0.675,0.414,0,4,1,355,low,1,retry
pay_00000000001022,order_00000000001022,payment,87767,INR,failed,card,False,customer1022@example.com,+919865260181,cust_0000000222,PUNB,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787442646,2,0.432,0.568,0.113,0.812,2449,5,1,390,low,1,send_reminder
pay_00000000001023,order_00000000001023,payment,126199,INR,failed,card,False,customer1023@example.com,+919873559266,cust_0000000223,PUNB,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787613795,1,0.499,0.501,0.403,0.656,0,13,6,247,low,0,send_reminder
pay_00000000001024,order_00000000001024,payment,3044045,INR,failed,card,False,customer1024@example.com,+919895843097,cust_0000000224,KKBK,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788376841,1,0.723,0.277,0.596,0.754,0,12,1,204,high,0,retry
pay_00000000001025,order_00000000001025,payment,433949,INR,failed,card,False,customer1025@example.com,+919885322051,cust_0000000225,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786920816,3,0.514,0.486,0.829,0.267,956,23,2,356,mid,1,escalate
pay_00000000001026,order_00000000001026,payment,258273,INR,failed,card,False,customer1026@example.com,+919896551818,cust_0000000226,PUNB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786876249,1,0.522,0.478,0.538,0.409,0,2,1,343,mid,0,retry
pay_00000000001027,order_00000000001027,payment,90569,INR,failed,upi,False,customer1027@example.com,+919883333747,cust_0000000227,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788307277,2,0.598,0.402,0.738,0.553,969,15,4,342,low,0,retry
pay_00000000001028,order_00000000001028,payment,27724,INR,failed,upi,False,customer1028@example.com,+919874689395,cust_0000000228,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786307742,1,0.777,0.223,0.763,0.791,0,3,2,289,low,0,retry
pay_00000000001029,order_00000000001029,payment,121352,INR,failed,wallet,False,customer1029@example.com,+919894937629,cust_0000000229,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787941183,2,0.4,0.6,0.174,0.57,591,10,5,157,low,1,retry
pay_00000000001030,order_00000000001030,payment,4116952,INR,failed,upi,False,customer1030@example.com,+919824742112,cust_0000000230,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787869568,2,0.722,0.278,0.829,0.543,328,8,4,355,high,0,retry
pay_00000000001031,order_00000000001031,payment,98653,INR,failed,upi,False,customer1031@example.com,+919886667744,cust_0000000231,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788515416,1,0.709,0.291,0.866,0.475,0,12,0,101,low,1,retry
pay_00000000001032,order_00000000001032,payment,2520658,INR,failed,card,False,customer1032@example.com,+919885611792,cust_0000000232,KKBK,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787518168,1,0.7,0.3,0.592,0.713,0,17,6,66,high,1,send_reminder
pay_00000000001033,order_00000000001033,payment,131204,INR,failed,card,False,customer1033@example.com,+919865999543,cust_0000000233,UTIB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788131511,1,0.756,0.244,0.791,0.689,0,4,4,302,low,0,retry
pay_00000000001034,order_00000000001034,payment,54227,INR,failed,upi,False,customer1034@example.com,+919874163504,cust_0000000234,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786259156,3,0.501,0.499,0.714,0.208,1743,10,1,53,low,1,escalate
pay_00000000001035,order_00000000001035,payment,474468,INR,failed,emi,False,customer1035@example.com,+919831685822,cust_0000000235,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786446724,1,0.49,0.51,0.523,0.517,0,9,3,357,mid,0,retry
pay_00000000001036,order_00000000001036,payment,4796642,INR,failed,upi,False,customer1036@example.com,+919867539581,cust_0000000236,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787844401,1,0.787,0.213,0.92,0.567,0,11,3,209,high,1,retry
pay_00000000001037,order_00000000001037,payment,52702,INR,failed,card,False,customer1037@example.com,+919855032119,cust_0000000237,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787240530,2,0.769,0.231,0.897,0.717,973,9,0,53,low,1,switch_to_upi
pay_00000000001038,order_00000000001038,payment,228697,INR,failed,card,False,customer1038@example.com,+919818724766,cust_0000000238,PUNB,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786674096,2,0.614,0.386,0.469,0.795,1993,20,2,159,mid,1,retry
pay_00000000001039,order_00000000001039,payment,68397,INR,failed,card,False,customer1039@example.com,+919837945099,cust_0000000239,SBIN,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787103941,1,0.696,0.304,0.763,0.539,0,14,2,354,low,0,switch_to_upi
pay_00000000001040,order_00000000001040,payment,22956,INR,failed,upi,False,customer1040@example.com,+919810683656,cust_0000000240,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787045173,1,0.428,0.572,0.569,0.381,0,20,2,71,low,0,send_reminder
pay_00000000001041,order_00000000001041,payment,435153,INR,failed,upi,False,customer1041@example.com,+919864713029,cust_0000000241,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787924184,1,0.78,0.22,0.538,0.96,0,4,4,87,mid,1,retry
pay_00000000001042,order_00000000001042,payment,62826,INR,failed,card,False,customer1042@example.com,+919810172983,cust_0000000242,SBIN,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788243920,1,0.577,0.423,0.395,0.827,0,19,4,319,low,1,retry
pay_00000000001043,order_00000000001043,payment,2429402,INR,failed,card,False,customer1043@example.com,+919881217618,cust_0000000243,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788080416,1,0.576,0.424,0.575,0.608,0,14,1,99,high,0,switch_to_upi
pay_00000000001044,order_00000000001044,payment,226323,INR,failed,wallet,False,customer1044@example.com,+919854215127,cust_0000000244,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787613452,1,0.272,0.728,0.145,0.451,0,3,4,162,mid,0,send_reminder
pay_00000000001045,order_00000000001045,payment,135839,INR,failed,card,False,customer1045@example.com,+919891905450,cust_0000000245,ICIC,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788536249,2,0.751,0.249,0.745,0.746,2762,2,5,276,low,1,retry
pay_00000000001046,order_00000000001046,payment,401187,INR,failed,upi,False,customer1046@example.com,+919856235405,cust_0000000246,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786563190,3,0.872,0.128,0.895,0.824,1360,18,0,178,mid,1,escalate
pay_00000000001047,order_00000000001047,payment,462514,INR,failed,netbanking,False,customer1047@example.com,+919860635273,cust_0000000247,HDFC,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788427625,1,0.361,0.639,0.409,0.292,0,16,4,293,mid,1,retry
pay_00000000001048,order_00000000001048,payment,222469,INR,failed,upi,False,customer1048@example.com,+919812750884,cust_0000000248,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786483324,3,0.628,0.372,0.753,0.521,1466,17,0,86,mid,1,escalate
